model_type,data_profile,median_mse,std_dev_mse,cv_mse,leakage_rate,lambda_reg,window_size,n_layers,lag,base_seed,reservoir_size,spectral_radius,sparsity
Classical_ESN,NARMA5_Chaotic,0.04180282735554104,0.02825463860199337,0.6759025738063664,0.1,1e-08,10,,,2025,150.0,1.1,0.1
Classical_ESN,NARMA5_Chaotic,0.017959721808934015,0.0057524421125936965,0.320296838324754,0.3,1e-08,10,,,2025,150.0,1.1,0.1
Classical_ESN,NARMA5_Chaotic,0.014463897367691044,0.014898541212219228,1.030050257788684,0.5,1e-08,10,,,2025,150.0,1.1,0.1
Classical_ESN,NARMA5_Chaotic,0.013397954567890306,0.0019594199686549965,0.14624769465564283,0.7,1e-08,10,,,2025,150.0,1.1,0.1
Classical_ESN,NARMA5_Chaotic,0.013013216252529243,0.0005627182691811983,0.043242059323484204,0.9,1e-08,10,,,2025,150.0,1.1,0.1
Classical_ESN,NARMA5_Chaotic,0.044341016197393994,0.09639623737374345,2.1739744742117306,0.1,1e-08,10,,,2025,150.0,1.1,0.2
Classical_ESN,NARMA5_Chaotic,0.016353772426683663,0.017183470974811273,1.0507343826537436,0.3,1e-08,10,,,2025,150.0,1.1,0.2
Classical_ESN,NARMA5_Chaotic,0.01743652874705129,0.005318354955271555,0.30501225515835245,0.5,1e-08,10,,,2025,150.0,1.1,0.2
Classical_ESN,NARMA5_Chaotic,0.013975094235379456,0.0017017340311439445,0.12176905589915964,0.7,1e-08,10,,,2025,150.0,1.1,0.2
Classical_ESN,NARMA5_Chaotic,0.01303176259768462,0.00044959876141633043,0.0345002265078257,0.9,1e-08,10,,,2025,150.0,1.1,0.2
Classical_ESN,NARMA5_Chaotic,0.03601127716647248,0.29222412489388927,8.114794805610455,0.1,1e-08,10,,,2025,150.0,1.25,0.1
Classical_ESN,NARMA5_Chaotic,0.014825500307142575,0.001480192499919696,0.09984098136685306,0.3,1e-08,10,,,2025,150.0,1.25,0.1
Classical_ESN,NARMA5_Chaotic,0.013576848557990717,0.0012968573473617219,0.09551976232352172,0.5,1e-08,10,,,2025,150.0,1.25,0.1
Classical_ESN,NARMA5_Chaotic,0.013267739182912299,0.0004378831282176006,0.03300359783839859,0.7,1e-08,10,,,2025,150.0,1.25,0.1
Classical_ESN,NARMA5_Chaotic,0.012849120661328282,0.0004955593795361455,0.038567571478071626,0.9,1e-08,10,,,2025,150.0,1.25,0.1
Classical_ESN,NARMA5_Chaotic,0.040847204599730035,0.6779111316067159,16.596267437385332,0.1,1e-08,10,,,2025,150.0,1.25,0.2
Classical_ESN,NARMA5_Chaotic,0.01777082143295476,0.0037546288831639633,0.21128054757228404,0.3,1e-08,10,,,2025,150.0,1.25,0.2
Classical_ESN,NARMA5_Chaotic,0.014189793065429892,0.0024929018581826214,0.17568274933170047,0.5,1e-08,10,,,2025,150.0,1.25,0.2
Classical_ESN,NARMA5_Chaotic,0.013610763447464667,0.0005166522059432135,0.03795909082818219,0.7,1e-08,10,,,2025,150.0,1.25,0.2
Classical_ESN,NARMA5_Chaotic,0.012866672874061142,0.0020799383846748305,0.1616531643442905,0.9,1e-08,10,,,2025,150.0,1.25,0.2
