data_profile,leakage_rate,lambda_reg,window_size,n_layers,lag,beta,gamma,n,tau,dt,T,median_mse_one_step_ahead,median_mse_autonomous,n_points,ar_coeffs,ma_coeffs
Hyperchaotic_(tau=100),0.99,1e-08,8,2,0,0.2,0.1,10.0,100.0,1.0,2000.0,8.370508516944129e-06,35.67647762031358,,,
Hyperchaotic_(tau=100),0.99,1e-08,8,3,0,0.2,0.1,10.0,100.0,1.0,2000.0,1.3388512166622553e-05,28.537360563212488,,,
Hyperchaotic_(tau=100),0.99,1e-08,8,4,0,0.2,0.1,10.0,100.0,1.0,2000.0,8.689006476039934e-06,9.950530594905105,,,
ARMA_1_2_stochastic,0.1,1e-08,4,1,0,,,,,,,0.009586712739935891,0.024605829212563938,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,4,2,0,,,,,,,0.009615487107524431,0.024236070436727465,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,4,3,0,,,,,,,0.009539169123166267,0.024118542050982135,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,4,4,0,,,,,,,0.009633599414017298,0.02462813969502415,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,5,1,0,,,,,,,0.009662857211623622,0.025203208418430444,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,5,2,0,,,,,,,0.009556162748087273,0.024281116634275356,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,5,3,0,,,,,,,0.009524076608763704,0.024671826636473517,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,5,4,0,,,,,,,0.009529848967375359,0.02480309845691226,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,6,1,0,,,,,,,0.00957473956460809,0.025542158378476905,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,6,2,0,,,,,,,0.009479945661439313,0.02571889987064439,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,6,3,0,,,,,,,0.009363807512486848,0.02453536116387365,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,6,4,0,,,,,,,0.009450793318059455,0.024358898348790545,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,7,1,0,,,,,,,0.0093019657765229,0.026458975370948958,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,7,2,0,,,,,,,0.00901035981951996,0.025556148202517434,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,7,3,0,,,,,,,0.009211857354446908,0.025351812882610684,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,7,4,0,,,,,,,0.009197319606683246,0.025562145893241146,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,8,1,0,,,,,,,0.009986377679065508,0.02697626192955931,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,8,2,0,,,,,,,0.008905354738467475,0.025197804500591312,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,8,3,0,,,,,,,0.009034328223262339,0.025819697425890586,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.1,1e-08,8,4,0,,,,,,,0.008756797217343676,0.024454981758280658,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,4,1,0,,,,,,,0.009309794112653138,0.022785203750199715,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,4,2,0,,,,,,,0.009138064030847525,0.02279459685944855,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,4,3,0,,,,,,,0.009084191066240683,0.022962193550508426,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,4,4,0,,,,,,,0.00911216301761542,0.022925255416547212,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,5,1,0,,,,,,,0.009080600104023097,0.023014896062684462,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,5,2,0,,,,,,,0.008781116714067082,0.022816317345456992,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,5,3,0,,,,,,,0.008765559854012369,0.022939078853499377,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,5,4,0,,,,,,,0.008801909906390685,0.022841576410154676,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,6,1,0,,,,,,,0.009547709680725786,0.02306971121783598,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,6,2,0,,,,,,,0.008790455892512873,0.022883635392033277,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,6,3,0,,,,,,,0.008723052759431152,0.022959836008591968,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,6,4,0,,,,,,,0.008809985827305985,0.022877216159974414,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,7,1,0,,,,,,,0.009180062055962251,0.023184350641073586,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,7,2,0,,,,,,,0.008738876682268845,0.023154666155669388,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,7,3,0,,,,,,,0.008889141027331142,0.0231223531005961,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,7,4,0,,,,,,,0.008933329065931259,0.023173725768477735,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,8,1,0,,,,,,,0.010200926186686759,0.02379430693314251,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,8,2,0,,,,,,,0.008917818692683753,0.023173084341166952,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,8,3,0,,,,,,,0.0088080530829501,0.023502268258919413,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.5,1e-08,8,4,0,,,,,,,0.008831463984835912,0.02342880643636339,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,4,1,0,,,,,,,0.009107419438698269,0.022972915146596874,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,4,2,0,,,,,,,0.008757575425434011,0.02261866580799156,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,4,3,0,,,,,,,0.008794090734984262,0.022797643168568686,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,4,4,0,,,,,,,0.008806761420139154,0.02284563720551329,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,5,1,0,,,,,,,0.00912542491645025,0.02346130948904769,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,5,2,0,,,,,,,0.00852812211422704,0.02275870866556751,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,5,3,0,,,,,,,0.008642570149367744,0.023407989531752285,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,5,4,0,,,,,,,0.008542432586749839,0.02272121300234593,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,6,1,0,,,,,,,0.009686541231477086,0.022774819963570336,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,6,2,0,,,,,,,0.00846773530932212,0.02259374356211041,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,6,3,0,,,,,,,0.008449776212934223,0.022951771765061087,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,6,4,0,,,,,,,0.00857662468337351,0.022832894240495068,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,7,1,0,,,,,,,0.009525750917648197,0.023389677615403656,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,7,2,0,,,,,,,0.008696293357261426,0.022849569066665423,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,7,3,0,,,,,,,0.008500126283568617,0.02264658170385543,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,7,4,0,,,,,,,0.008637173057816212,0.02285031654410331,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,8,1,0,,,,,,,0.009918736250369025,0.023091602144440435,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,8,2,0,,,,,,,0.008595902395395788,0.022743979835250203,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,8,3,0,,,,,,,0.008632612110735204,0.022896532207188458,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
ARMA_1_2_stochastic,0.99,1e-08,8,4,0,,,,,,,0.008698752009566067,0.02278703721631548,2000.0,"[1, -0.7]","[1, 0.5, -0.3]"
